CPU NODE SOCKET CORE L1d:L1i:L2:L3  ONLINE MAXMHZ    MINMHZ
96  1    1      96   96:96:96:24    yes    2000.0000 1500.0000
97  1    1      97   97:97:97:24    yes    2000.0000 1500.0000
98  1    1      98   98:98:98:24    yes    2000.0000 1500.0000
99  1    1      99   99:99:99:24    yes    2000.0000 1500.0000
100 1    1      100  100:100:100:25 yes    2000.0000 1500.0000
101 1    1      101  101:101:101:25 yes    2000.0000 1500.0000
102 1    1      102  102:102:102:25 yes    2000.0000 1500.0000
103 1    1      103  103:103:103:25 yes    2000.0000 1500.0000
104 1    1      104  104:104:104:26 yes    2000.0000 1500.0000
105 1    1      105  105:105:105:26 yes    2000.0000 1500.0000
106 1    1      106  106:106:106:26 yes    2000.0000 1500.0000
107 1    1      107  107:107:107:26 yes    2000.0000 1500.0000
108 1    1      108  108:108:108:27 yes    2000.0000 1500.0000
109 1    1      109  109:109:109:27 yes    2000.0000 1500.0000
110 1    1      110  110:110:110:27 yes    2000.0000 1500.0000
111 1    1      111  111:111:111:27 yes    2000.0000 1500.0000
112 1    1      112  112:112:112:28 yes    2000.0000 1500.0000
113 1    1      113  113:113:113:28 yes    2000.0000 1500.0000
114 1    1      114  114:114:114:28 yes    2000.0000 1500.0000
115 1    1      115  115:115:115:28 yes    2000.0000 1500.0000
116 1    1      116  116:116:116:29 yes    2000.0000 1500.0000
117 1    1      117  117:117:117:29 yes    2000.0000 1500.0000
118 1    1      118  118:118:118:29 yes    2000.0000 1500.0000
119 1    1      119  119:119:119:29 yes    2000.0000 1500.0000
120 1    1      120  120:120:120:30 yes    2000.0000 1500.0000
121 1    1      121  121:121:121:30 yes    2000.0000 1500.0000
122 1    1      122  122:122:122:30 yes    2000.0000 1500.0000
123 1    1      123  123:123:123:30 yes    2000.0000 1500.0000
124 1    1      124  124:124:124:31 yes    2000.0000 1500.0000
125 1    1      125  125:125:125:31 yes    2000.0000 1500.0000
126 1    1      126  126:126:126:31 yes    2000.0000 1500.0000
127 1    1      127  127:127:127:31 yes    2000.0000 1500.0000
128 0    0      0    0:0:0:0        yes    2000.0000 1500.0000
129 0    0      1    1:1:1:0        yes    2000.0000 1500.0000
130 0    0      2    2:2:2:0        yes    2000.0000 1500.0000
131 0    0      3    3:3:3:0        yes    2000.0000 1500.0000
132 0    0      4    4:4:4:1        yes    2000.0000 1500.0000
133 0    0      5    5:5:5:1        yes    2000.0000 1500.0000
134 0    0      6    6:6:6:1        yes    2000.0000 1500.0000
135 0    0      7    7:7:7:1        yes    2000.0000 1500.0000
136 0    0      8    8:8:8:2        yes    2000.0000 1500.0000
137 0    0      9    9:9:9:2        yes    2000.0000 1500.0000
138 0    0      10   10:10:10:2     yes    2000.0000 1500.0000
139 0    0      11   11:11:11:2     yes    2000.0000 1500.0000
140 0    0      12   12:12:12:3     yes    2000.0000 1500.0000
141 0    0      13   13:13:13:3     yes    2000.0000 1500.0000
142 0    0      14   14:14:14:3     yes    2000.0000 1500.0000
143 0    0      15   15:15:15:3     yes    2000.0000 1500.0000
144 0    0      16   16:16:16:4     yes    2000.0000 1500.0000
145 0    0      17   17:17:17:4     yes    2000.0000 1500.0000
146 0    0      18   18:18:18:4     yes    2000.0000 1500.0000
147 0    0      19   19:19:19:4     yes    2000.0000 1500.0000
148 0    0      20   20:20:20:5     yes    2000.0000 1500.0000
149 0    0      21   21:21:21:5     yes    2000.0000 1500.0000
150 0    0      22   22:22:22:5     yes    2000.0000 1500.0000
151 0    0      23   23:23:23:5     yes    2000.0000 1500.0000
152 0    0      24   24:24:24:6     yes    2000.0000 1500.0000
153 0    0      25   25:25:25:6     yes    2000.0000 1500.0000
154 0    0      26   26:26:26:6     yes    2000.0000 1500.0000
155 0    0      27   27:27:27:6     yes    2000.0000 1500.0000
156 0    0      28   28:28:28:7     yes    2000.0000 1500.0000
157 0    0      29   29:29:29:7     yes    2000.0000 1500.0000
158 0    0      30   30:30:30:7     yes    2000.0000 1500.0000
159 0    0      31   31:31:31:7     yes    2000.0000 1500.0000
160 0    0      32   32:32:32:8     yes    2000.0000 1500.0000
161 0    0      33   33:33:33:8     yes    2000.0000 1500.0000
162 0    0      34   34:34:34:8     yes    2000.0000 1500.0000
163 0    0      35   35:35:35:8     yes    2000.0000 1500.0000
164 0    0      36   36:36:36:9     yes    2000.0000 1500.0000
165 0    0      37   37:37:37:9     yes    2000.0000 1500.0000
166 0    0      38   38:38:38:9     yes    2000.0000 1500.0000
167 0    0      39   39:39:39:9     yes    2000.0000 1500.0000
168 0    0      40   40:40:40:10    yes    2000.0000 1500.0000
169 0    0      41   41:41:41:10    yes    2000.0000 1500.0000
170 0    0      42   42:42:42:10    yes    2000.0000 1500.0000
171 0    0      43   43:43:43:10    yes    2000.0000 1500.0000
172 0    0      44   44:44:44:11    yes    2000.0000 1500.0000
173 0    0      45   45:45:45:11    yes    2000.0000 1500.0000
174 0    0      46   46:46:46:11    yes    2000.0000 1500.0000
175 0    0      47   47:47:47:11    yes    2000.0000 1500.0000
176 0    0      48   48:48:48:12    yes    2000.0000 1500.0000
177 0    0      49   49:49:49:12    yes    2000.0000 1500.0000
178 0    0      50   50:50:50:12    yes    2000.0000 1500.0000
179 0    0      51   51:51:51:12    yes    2000.0000 1500.0000
180 0    0      52   52:52:52:13    yes    2000.0000 1500.0000
181 0    0      53   53:53:53:13    yes    2000.0000 1500.0000
182 0    0      54   54:54:54:13    yes    2000.0000 1500.0000
183 0    0      55   55:55:55:13    yes    2000.0000 1500.0000
184 0    0      56   56:56:56:14    yes    2000.0000 1500.0000
185 0    0      57   57:57:57:14    yes    2000.0000 1500.0000
186 0    0      58   58:58:58:14    yes    2000.0000 1500.0000
187 0    0      59   59:59:59:14    yes    2000.0000 1500.0000
188 0    0      60   60:60:60:15    yes    2000.0000 1500.0000
189 0    0      61   61:61:61:15    yes    2000.0000 1500.0000
190 0    0      62   62:62:62:15    yes    2000.0000 1500.0000
191 0    0      63   63:63:63:15    yes    2000.0000 1500.0000
192 1    1      64   64:64:64:16    yes    2000.0000 1500.0000
193 1    1      65   65:65:65:16    yes    2000.0000 1500.0000
194 1    1      66   66:66:66:16    yes    2000.0000 1500.0000
195 1    1      67   67:67:67:16    yes    2000.0000 1500.0000
196 1    1      68   68:68:68:17    yes    2000.0000 1500.0000
197 1    1      69   69:69:69:17    yes    2000.0000 1500.0000
198 1    1      70   70:70:70:17    yes    2000.0000 1500.0000
199 1    1      71   71:71:71:17    yes    2000.0000 1500.0000
200 1    1      72   72:72:72:18    yes    2000.0000 1500.0000
201 1    1      73   73:73:73:18    yes    2000.0000 1500.0000
202 1    1      74   74:74:74:18    yes    2000.0000 1500.0000
203 1    1      75   75:75:75:18    yes    2000.0000 1500.0000
204 1    1      76   76:76:76:19    yes    2000.0000 1500.0000
205 1    1      77   77:77:77:19    yes    2000.0000 1500.0000
206 1    1      78   78:78:78:19    yes    2000.0000 1500.0000
207 1    1      79   79:79:79:19    yes    2000.0000 1500.0000
208 1    1      80   80:80:80:20    yes    2000.0000 1500.0000
209 1    1      81   81:81:81:20    yes    2000.0000 1500.0000
210 1    1      82   82:82:82:20    yes    2000.0000 1500.0000
211 1    1      83   83:83:83:20    yes    2000.0000 1500.0000
212 1    1      84   84:84:84:21    yes    2000.0000 1500.0000
213 1    1      85   85:85:85:21    yes    2000.0000 1500.0000
214 1    1      86   86:86:86:21    yes    2000.0000 1500.0000
215 1    1      87   87:87:87:21    yes    2000.0000 1500.0000
216 1    1      88   88:88:88:22    yes    2000.0000 1500.0000
217 1    1      89   89:89:89:22    yes    2000.0000 1500.0000
218 1    1      90   90:90:90:22    yes    2000.0000 1500.0000
219 1    1      91   91:91:91:22    yes    2000.0000 1500.0000
220 1    1      92   92:92:92:23    yes    2000.0000 1500.0000
221 1    1      93   93:93:93:23    yes    2000.0000 1500.0000
222 1    1      94   94:94:94:23    yes    2000.0000 1500.0000
223 1    1      95   95:95:95:23    yes    2000.0000 1500.0000
224 1    1      96   96:96:96:24    yes    2000.0000 1500.0000
225 1    1      97   97:97:97:24    yes    2000.0000 1500.0000
226 1    1      98   98:98:98:24    yes    2000.0000 1500.0000
227 1    1      99   99:99:99:24    yes    2000.0000 1500.0000
228 1    1      100  100:100:100:25 yes    2000.0000 1500.0000
229 1    1      101  101:101:101:25 yes    2000.0000 1500.0000
230 1    1      102  102:102:102:25 yes    2000.0000 1500.0000
231 1    1      103  103:103:103:25 yes    2000.0000 1500.0000
232 1    1      104  104:104:104:26 yes    2000.0000 1500.0000
233 1    1      105  105:105:105:26 yes    2000.0000 1500.0000
234 1    1      106  106:106:106:26 yes    2000.0000 1500.0000
235 1    1      107  107:107:107:26 yes    2000.0000 1500.0000
236 1    1      108  108:108:108:27 yes    2000.0000 1500.0000
237 1    1      109  109:109:109:27 yes    2000.0000 1500.0000
238 1    1      110  110:110:110:27 yes    2000.0000 1500.0000
239 1    1      111  111:111:111:27 yes    2000.0000 1500.0000
240 1    1      112  112:112:112:28 yes    2000.0000 1500.0000
241 1    1      113  113:113:113:28 yes    2000.0000 1500.0000
242 1    1      114  114:114:114:28 yes    2000.0000 1500.0000
243 1    1      115  115:115:115:28 yes    2000.0000 1500.0000
244 1    1      116  116:116:116:29 yes    2000.0000 1500.0000
245 1    1      117  117:117:117:29 yes    2000.0000 1500.0000
246 1    1      118  118:118:118:29 yes    2000.0000 1500.0000
247 1    1      119  119:119:119:29 yes    2000.0000 1500.0000
248 1    1      120  120:120:120:30 yes    2000.0000 1500.0000
249 1    1      121  121:121:121:30 yes    2000.0000 1500.0000
250 1    1      122  122:122:122:30 yes    2000.0000 1500.0000
251 1    1      123  123:123:123:30 yes    2000.0000 1500.0000
252 1    1      124  124:124:124:31 yes    2000.0000 1500.0000
253 1    1      125  125:125:125:31 yes    2000.0000 1500.0000
254 1    1      126  126:126:126:31 yes    2000.0000 1500.0000
255 1    1      127  127:127:127:31 yes    2000.0000 1500.0000
